"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"24","Jesse James (NO)","43","63","372","8.7","32","1","3","0","0","0","0","16","76.7","4.8","0.0%"
"25","Marcedes Lewis (CHI)","24","48","318","13.3","37","5","5","0","0","0","0","16","75.8","4.7","0.0%"
"26","Trey Burton (FA)","23","31","248","10.8","27","2","5","0","0","0","0","15","68.3","4.6","0.0%"
"27","Garrett Celek (FA)","21","33","336","16.0","61","6","4","0","0","0","0","16","68.1","4.3","0.0%"
"28","Ed Dickson (FA)","30","48","437","14.6","64","7","1","0","0","0","0","16","64.7","4.0","0.0%"
"29","Antonio Gates (FA)","30","52","316","10.5","27","3","3","0","0","0","0","16","64.6","4.0","0.2%"
"30","Jermaine Gresham (FA)","33","46","322","9.8","21","3","2","0","0","0","0","14","60.7","4.3","0.0%"
"31","Seth DeValve (FA)","33","58","395","12.0","49","7","1","0","0","0","1","16","60.0","3.8","0.0%"
"32","Nick O'Leary (FA)","22","32","322","14.6","32","7","2","0","0","0","1","15","53.2","3.5","0.0%"
"33","Stephen Anderson (FA)","25","52","342","13.7","42","5","1","0","0","0","0","15","52.7","3.5","0.0%"
"34","Coby Fleener (FA)","22","30","295","13.4","33","7","2","0","0","0","0","11","52.5","4.8","0.0%"
"35","Tyler Higbee (LAR)","25","45","295","11.8","38","5","1","0","0","0","0","16","48.0","3.0","73.1%"
"36","Rhett Ellison (FA)","24","32","235","9.8","27","1","2","0","0","0","0","16","47.5","3.0","0.0%"
"37","Luke Willson (FA)","15","22","153","10.2","27","2","4","0","0","0","0","16","46.8","2.9","0.0%"
"38","Jordan Reed (FA)","27","35","211","7.8","20","1","2","0","0","0","0","6","46.6","7.8","19.0%"
"39","Zach Miller (FA)","20","35","236","11.8","29","4","2","0","0","0","0","8","45.6","5.7","0.0%"
"40","A.J. Derby (FA)","21","40","244","11.6","29","3","2","0","0","0","1","11","44.9","4.1","0.0%"
"41","Darren Fells (FA)","17","26","177","10.4","23","3","3","0","0","0","0","16","44.2","2.8","0.0%"
"42","Ricky Seals-Jones (IND)","12","28","201","16.8","29","5","3","0","0","0","0","10","44.1","4.4","0.0%"
"43","Gerald Everett (LAC)","16","32","244","15.3","69","4","2","1","13","0","1","16","43.7","2.7","46.5%"
"44","Martellus Bennett (FA)","30","44","286","9.5","33","4","0","0","0","0","0","9","43.6","4.8","23.0%"
"45","Demetrius Harris (FA)","18","35","224","12.4","51","3","1","0","0","0","0","16","37.4","2.3","0.0%"
"46","Adam Shaheen (FA)","12","14","127","10.6","31","2","3","0","0","0","0","13","36.7","2.8","0.0%"
"47","Jonnu Smith (ATL)","18","30","157","8.7","32","2","2","0","0","0","0","16","36.7","2.3","0.3%"
"48","Nick Boyle (FA)","28","37","203","7.3","16","0","0","0","0","0","0","15","36.3","2.4","0.0%"
"49","Lance Kendricks (FA)","18","35","203","11.3","51","3","1","0","0","0","0","16","35.3","2.2","0.0%"
"50","Greg Olsen (FA)","17","38","191","11.2","30","2","1","0","0","0","0","7","33.6","4.8","7.0%"
"51","Virgil Green (FA)","14","22","191","13.6","44","3","1","0","0","0","0","16","32.1","2.0","0.0%"
"52","Vance McDonald (FA)","14","24","188","13.4","28","3","1","0","0","0","0","10","31.8","3.2","0.0%"
"53","Dion Sims (FA)","15","29","180","12.0","27","3","1","0","0","0","0","14","31.5","2.3","0.0%"
"54","Jeff Heuerman (FA)","9","18","142","15.8","54","2","2","0","0","0","0","14","30.7","2.2","0.0%"
"55","Ryan Griffin (FA)","13","26","158","12.2","35","2","1","0","0","0","0","7","30.3","4.3","0.0%"
"56","Richard Rodgers (FA)","12","19","160","13.3","36","3","1","0","0","0","0","15","28.0","1.9","0.0%"
"57","James O'Shaughnessy (FA)","14","24","149","10.6","29","1","1","0","0","0","0","16","27.9","1.7","0.0%"
"58","Brent Celek (FA)","13","24","130","10.0","28","1","1","0","0","0","0","16","25.5","1.6","0.0%"
"59","Troy Niklas (FA)","11","23","132","12.0","21","1","1","0","0","0","0","15","24.7","1.6","0.0%"
"60","Nick Vannett (HOU)","12","15","124","10.3","21","1","1","0","0","0","0","15","24.4","1.6","0.0%"
"61","Levine Toilolo (FA)","12","14","122","10.2","25","1","1","0","0","0","0","15","24.2","1.6","0.0%"
"62","Anthony Fasano (FA)","12","16","107","8.9","29","2","1","0","0","0","0","16","22.7","1.4","0.1%"
"63","Eric Tomlinson (HOU)","8","11","121","15.1","34","4","1","0","0","0","0","14","22.1","1.6","0.0%"
"64","Josh Hill (FA)","16","22","125","7.8","22","1","1","1","-8","0","2","16","21.7","1.4","0.0%"
"65","Maxx Williams (FA)","15","18","86","5.7","17","0","1","2","6","0","1","11","20.7","1.9","0.0%"
"66","David Morgan II (FA)","10","12","95","9.5","23","1","1","0","0","0","0","15","20.5","1.4","0.0%"
"67","C.J. Uzomah (NYJ)","10","15","92","9.2","21","2","1","0","0","0","0","14","20.2","1.4","0.2%"
"68","C.J. Fiedorowicz (FA)","14","22","127","9.1","15","0","0","0","0","0","0","5","19.7","3.9","0.0%"
"69","Dwayne Allen (FA)","10","22","86","8.6","22","1","1","0","0","0","0","16","19.6","1.2","0.0%"
"70","Daniel Brown (FA)","13","20","129","9.9","17","0","0","0","0","0","0","14","19.4","1.4","0.0%"
"71","Brandon Williams (FA)","13","17","121","9.3","32","2","0","0","0","0","0","14","18.6","1.3","0.0%"
"72","James Hanna (FA)","4","9","88","22.0","31","2","1","0","0","0","0","16","16.8","1.1","0.0%"
"73","Niles Paul (FA)","13","19","94","7.2","32","1","0","2","4","0","0","14","16.3","1.2","0.0%"
"74","Logan Thomas (WAS)","7","9","67","9.6","22","2","1","0","0","0","0","12","16.2","1.4","1.7%"
"75","Michael Hoomanawanui (FA)","6","10","52","8.7","25","1","1","0","0","0","0","14","14.2","1.0","0.1%"
"76","Austin Traylor (FA)","8","13","100","12.5","34","1","0","0","0","0","0","7","14.0","2.0","0.0%"
"77","Jerell Adams (FA)","8","11","92","11.5","38","1","0","0","0","0","0","16","13.2","0.8","0.0%"
"78","Clive Walford (FA)","9","13","80","8.9","26","1","0","0","0","0","0","13","12.5","1.0","0.0%"
"79","Phillip Supernaw (FA)","4","6","39","9.8","20","1","1","0","0","0","0","16","11.9","0.7","0.0%"
"80","Xavier Grimble (FA)","5","9","32","6.4","12","0","1","0","0","0","0","15","11.7","0.8","0.0%"
"81","Lee Smith (FA)","8","11","76","9.5","21","1","0","0","0","0","0","16","11.6","0.7","0.0%"
"82","Neal Sterling (FA)","6","11","82","13.7","35","1","0","0","0","0","0","11","11.2","1.0","0.0%"
"83","Ross Travis (FA)","7","17","76","10.9","20","1","0","0","0","0","0","15","11.1","0.7","0.0%"
"84","Derek Carrier (FA)","8","11","71","8.9","17","0","0","0","0","0","0","14","11.1","0.8","0.0%"
"85","Luke Stocker (FA)","4","5","30","7.5","12","0","1","0","0","0","0","12","11.0","0.9","0.0%"
"86","Ben Koyack (FA)","5","7","38","7.6","21","1","0","0","0","0","0","16","8.3","0.5","0.0%"
"87","Alan Cross (FA)","5","6","58","11.6","23","1","0","0","0","0","0","8","8.3","1.0","0.0%"
"88","Jeremy Sprinkle (FA)","2","3","13","6.5","7","0","1","0","0","0","0","11","8.3","0.8","0.0%"
"89","Jacob Hollister (LV)","4","11","42","10.5","19","0","0","1","5","0","0","15","6.7","0.4","0.0%"
"90","Michael Roberts (FA)","4","7","46","11.5","23","1","0","0","0","0","0","15","6.6","0.4","0.0%"
"91","Sean McGrath (FA)","4","4","46","11.5","23","1","0","0","0","0","0","15","6.6","0.4","0.0%"
"92","Tyler Eifert (FA)","4","5","46","11.5","22","1","0","0","0","0","0","2","6.6","3.3","0.0%"
"93","Orson Charles (FA)","2","2","53","26.5","35","1","0","0","0","0","0","5","6.3","1.3","0.0%"
"94","Will Tye (FA)","4","6","38","9.5","21","1","0","0","0","0","0","3","5.8","1.9","0.0%"
"95","Blake Bell (KC)","3","4","19","6.3","12","0","0","0","0","0","0","13","5.4","0.4","0.1%"
"96","Ifeanyi Momah (FA)","1","2","46","46.0","46","1","0","0","0","0","0","9","5.1","0.6","0.0%"
"97","Randall Telfer (FA)","3","4","36","12.0","20","1","0","0","0","0","0","16","5.1","0.3","0.0%"
"98","Darrell Daniels (DET)","3","13","26","8.7","13","0","0","0","0","0","0","12","4.1","0.3","0.0%"
"99","Emanuel Byrd (FA)","2","2","31","15.5","29","1","0","0","0","0","0","1","4.1","4.1","0.0%"
"100","Geoff Swaim (ARI)","2","2","25","12.5","18","0","0","0","0","0","0","15","3.5","0.2","0.0%"
"101","Antony Auclair (FA)","2","2","25","12.5","14","0","0","0","0","0","0","8","3.5","0.4","0.0%"
"102","MarQueis Gray (FA)","1","3","10","10.0","10","0","0","5","14","0","0","16","2.9","0.2","0.0%"
"103","Chris Manhertz (DEN)","2","4","17","8.5","11","0","0","0","0","0","0","16","2.7","0.2","0.0%"
"104","Cole Hikutini (FA)","2","3","15","7.5","10","0","0","0","0","0","0","4","2.5","0.6","0.0%"
"105","Jeff Cumberland (FA)","2","3","2","1.0","2","0","0","0","0","0","0","7","1.2","0.2","0.0%"
"106","Garrett Griffin (FA)","1","1","4","4.0","4","0","0","0","0","0","0","3","0.9","0.3","0.0%"
"107","Ryan Malleck (FA)","1","1","3","3.0","3","0","0","0","0","0","0","2","0.8","0.4","0.0%"
"108","Gavin Escobar (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"109","Logan Paulsen (FA)","0","2","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"110","Ryan Hewitt (FA)","2","2","22","11.0","16","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"111","Kelvin Benjamin (FA)","48","78","692","14.4","43","10","3","0","0","0","0","14","0.0","0.0","0.1%"
"112","Jordan Matthews (FA)","25","36","282","11.3","47","3","1","0","0","0","1","10","0.0","0.0","0.0%"
"113","Clark Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"114","Jim Dray (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","John Phillips (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Tyrone Swoopes (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Taysom Hill (NO)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","12.8%"
"118","Shane Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.1%"
"119","Eric Saubert (MIA)","0","0","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.1%"
"120","Cethan Carter (FA)","0","1","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"121","Blake Jarwin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.0%"
"122","Lorenzo Jerome (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"123","Pharaoh Brown (IND)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"124","Johnny Mundt (MIN)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"125","Evan Baylis (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Sean Culkin (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Jason Vander Laan (FA)","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"128","Vince Mayle (FA)","0","1","0","0","0","0","0","2","2","1","0","16","0.0","0.0","0.0%"
"129","Jake Fisher (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"130","Matt Lengel (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"131","Khari Lee (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
"132","MyCole Pruitt (ATL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"133","Gabe Holmes (FA)","0","1","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"134","Matt LaCosse (FA)","0","1","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"135","Devin Funchess (FA)","63","111","840","13.3","44","15","8","0","0","0","0","16","0.0","0.0","0.0%"
"136","Kyle Nelson (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"137","Ryan O'Malley (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"138","Hakeem Valles (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"139","Zach Wood (NO)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"140","Kyle Carter (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"141","Mitchell Loewen (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"142","James Winchester (KC)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"143","Beau Brinkley (FA)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.2%"
"144","Tyler Ott (BAL)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"145","Kevin McDermott (FA)","0","0","0","0","0","0","0","0","0","0","0","15","0.0","0.0","0.0%"
"146","Andrew DePaola (MIN)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"147","Bronson Kaufusi (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"148","Henry Krieger-Coble (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"149","Ben Braunecker (FA)","0","0","0","0","0","0","0","0","0","0","0","8","0.0","0.0","0.0%"
""
""
