"Rank","Player","ATT","YDS","Y/A","LG","20+","TD","REC","TGT","YDS","Y/R","TD","FL","G","FPTS","FPTS/G","ROST"
"24","Raheem Mostert (MIA)","137","772","5.6","41","7","8","14","22","180","12.9","2","2","16","158.2","9.9","54.0%"
"25","David Montgomery (DET)","242","889","3.7","55","6","6","25","35","185","7.4","1","2","16","157.9","9.9","91.3%"
"26","Ronald Jones II (DAL)","172","724","4.2","49","9","6","31","40","309","10.0","0","2","16","150.8","9.4","1.2%"
"27","Carlos Hyde (FA)","245","1,070","4.4","58","16","6","10","16","42","4.2","0","2","16","148.2","9.3","0.0%"
"28","Sony Michel (FA)","247","912","3.7","26","3","7","12","20","94","7.8","0","1","16","146.6","9.2","0.0%"
"29","Latavius Murray (BUF)","146","637","4.4","30","4","5","34","43","235","6.9","1","0","16","140.2","8.8","1.4%"
"30","Adrian Peterson (FA)","211","898","4.3","32","7","5","17","23","142","8.4","0","2","16","138.5","8.7","2.1%"
"31","Devin Singletary (HOU)","151","775","5.1","38","8","2","29","41","194","6.7","2","1","12","133.4","11.1","39.4%"
"32","Duke Johnson Jr. (FA)","83","410","4.9","40","6","2","44","62","410","9.3","3","1","16","132.0","8.3","0.0%"
"33","James Conner (ARI)","116","464","4.0","25","2","4","34","38","251","7.4","3","1","10","128.5","12.9","95.0%"
"34","Jamaal Williams (NO)","107","456","4.3","45","3","1","39","45","253","6.5","5","0","14","126.4","9.0","85.4%"
"35","Damien Williams (LV)","111","498","4.5","91","8","5","30","37","213","7.1","2","1","11","126.1","11.5","0.1%"
"36","Tevin Coleman (FA)","137","544","4.0","48","7","6","21","30","180","8.6","1","0","14","124.9","8.9","0.0%"
"37","Tarik Cohen (FA)","64","213","3.3","19","0","0","79","104","456","5.8","3","0","16","124.4","7.8","0.0%"
"38","David Johnson (FA)","94","345","3.7","18","0","2","36","47","370","10.3","4","1","13","123.5","9.5","0.0%"
"39","Royce Freeman (LAR)","132","496","3.8","26","1","3","43","50","256","6.0","1","0","16","120.7","7.5","0.0%"
"40","Peyton Barber (FA)","154","470","3.1","17","0","6","16","24","115","7.2","1","1","16","108.5","6.8","1.0%"
"41","Jordan Howard (FA)","119","525","4.4","20","1","6","10","14","69","6.9","1","0","10","106.4","10.6","0.0%"
"42","LeSean McCoy (FA)","101","465","4.6","39","6","4","28","34","181","6.5","1","2","13","104.6","8.0","2.0%"
"43","DeAndre Washington (FA)","108","387","3.6","36","2","3","36","41","292","8.1","0","0","16","103.9","6.5","11.0%"
"44","Nyheim Hines (BUF)","52","199","3.8","18","0","2","44","58","320","7.3","0","1","16","95.9","6.0","0.5%"
"45","Matt Breida (NYG)","123","623","5.1","83","9","1","19","22","120","6.3","1","1","13","93.8","7.2","1.2%"
"46","Gus Edwards (BAL)","133","711","5.3","63","9","2","7","7","45","6.4","0","1","16","89.1","5.6","14.6%"
"47","Frank Gore (FA)","166","599","3.6","41","6","2","13","16","100","7.7","0","0","16","88.4","5.5","12.1%"
"48","Rex Burkhead (FA)","65","302","4.6","33","2","3","27","38","279","10.3","0","1","13","87.6","6.7","10.0%"
"49","Boston Scott (PHI)","61","245","4.0","25","1","5","24","26","204","8.5","0","1","11","84.9","7.7","0.7%"
"50","Kareem Hunt (FA)","43","179","4.2","16","0","2","37","44","285","7.7","1","0","9","82.9","9.2","12.0%"
"51","Jaylen Samuels (FA)","66","175","2.7","13","0","1","47","57","305","6.5","1","1","14","81.9","5.9","0.0%"
"52","Tony Pollard (DAL)","86","455","5.3","44","7","2","15","20","107","7.1","1","1","15","81.7","5.4","99.9%"
"53","Kerryon Johnson (FA)","113","403","3.6","20","1","3","10","15","127","12.7","1","1","8","80.0","10.0","0.0%"
"54","Chase Edmonds (TB)","60","303","5.1","37","5","4","12","21","105","8.8","1","0","13","76.8","5.9","3.4%"
"55","Chris Thompson (FA)","37","138","3.7","16","0","0","42","58","378","9.0","0","0","11","72.6","6.6","0.0%"
"56","Rashaad Penny (PHI)","65","370","5.7","58","8","3","8","11","83","10.4","1","1","10","71.3","7.1","77.0%"
"57","J.D. McKissic (FA)","38","205","5.4","44","4","0","34","42","233","6.9","1","0","16","66.8","4.2","0.0%"
"58","Jalen Richard (FA)","39","145","3.7","13","0","0","36","43","323","9.0","0","0","16","64.8","4.1","1.0%"
"59","Alexander Mattison (MIN)","100","462","4.6","35","5","1","10","12","82","8.2","0","1","13","63.4","4.9","92.2%"
"60","Brian Hill (SF)","78","323","4.1","27","2","2","10","14","69","6.9","1","0","12","62.2","5.2","0.0%"
"61","Darrel Williams (NO)","41","141","3.4","41","3","3","15","20","167","11.1","1","1","12","60.3","5.0","0.0%"
"62","Malcolm Brown (FA)","69","255","3.7","17","0","5","2","6","16","8.0","0","0","14","58.1","4.2","0.0%"
"63","Dare Ogunbowale (HOU)","11","17","1.5","12","0","2","35","46","286","8.2","0","1","16","57.8","3.6","0.2%"
"64","Patrick Laird (TB)","62","168","2.7","18","0","1","23","30","204","8.9","0","0","15","56.7","3.8","0.0%"
"65","Benny Snell Jr. (DET)","108","426","3.9","23","3","2","3","4","23","7.7","0","1","13","56.4","4.3","0.0%"
"66","Dion Lewis (FA)","54","210","3.9","17","0","0","25","32","164","6.6","1","1","16","53.9","3.4","2.0%"
"67","Derrius Guice (FA)","42","245","5.8","60","7","2","7","9","79","11.3","1","0","5","53.9","10.8","1.1%"
"68","Giovani Bernard (FA)","53","170","3.2","25","1","0","30","43","234","7.8","0","1","16","53.4","3.3","0.0%"
"69","Jordan Wilkins (CLE)","51","307","6.0","55","6","2","7","11","43","6.1","0","0","14","50.5","3.6","0.0%"
"70","Mike Boone (HOU)","49","273","5.6","59","8","3","3","4","17","5.7","0","0","16","48.5","3.0","0.1%"
"71","Ty Johnson (BUF)","63","273","4.3","40","3","0","24","31","109","4.5","0","1","16","48.2","3.0","0.0%"
"72","Brandon Bolden (LV)","15","68","4.5","21","1","3","9","11","111","12.3","1","0","15","46.4","3.1","0.2%"
"73","Justice Hill (BAL)","58","225","3.9","18","0","2","8","15","70","8.8","0","0","16","45.5","2.8","0.2%"
"74","Jeff Wilson Jr. (MIA)","27","105","3.9","25","1","4","3","5","34","11.3","1","0","11","45.4","4.1","51.6%"
"75","Kalen Ballage (FA)","74","135","1.8","8","0","3","14","24","63","4.5","0","0","12","44.8","3.7","0.0%"
"76","Ryquell Armstead (FA)","35","108","3.1","16","0","0","14","24","144","10.3","2","0","16","44.2","2.8","0.0%"
"77","Wayne Gallman Jr. (FA)","29","110","3.8","22","1","2","11","16","102","9.3","1","1","10","42.7","4.3","0.0%"
"78","Bo Scarbrough (FA)","89","377","4.2","30","3","1","1","4","5","5.0","0","1","6","42.7","7.1","0.0%"
"79","Kyle Juszczyk (SF)","3","7","2.3","6","0","0","20","24","239","12.0","1","0","12","40.6","3.4","0.3%"
"80","Jonathan Williams (WAS)","49","235","4.8","48","3","1","5","5","59","11.8","0","0","9","37.9","4.2","0.1%"
"81","Mark Walton (FA)","53","201","3.8","19","0","0","15","21","89","5.9","0","1","7","34.5","4.9","2.0%"
"82","Dontrell Hilliard (FA)","13","49","3.8","11","0","2","12","15","92","7.7","0","0","14","32.1","2.3","0.0%"
"83","Ameer Abdullah (LV)","23","115","5.0","15","0","0","15","21","88","5.9","1","1","16","31.8","2.0","1.1%"
"84","Ito Smith (FA)","22","106","4.8","28","1","1","11","14","87","7.9","0","0","7","30.8","4.4","0.0%"
"85","Qadree Ollison (JAC)","22","50","2.3","6","0","4","1","2","7","7.0","0","0","8","30.2","3.8","0.0%"
"86","Bilal Powell (FA)","59","229","3.9","17","0","0","7","12","33","4.7","0","0","14","29.7","2.1","0.0%"
"87","C.J. Ham (MIN)","7","17","2.4","9","0","0","17","26","149","8.8","1","1","16","29.1","1.8","0.1%"
"88","Myles Gaskin (MIA)","36","133","3.7","27","1","1","7","12","51","7.3","0","0","7","27.9","4.0","0.1%"
"89","Darwin Thompson (LV)","37","128","3.5","12","0","1","9","10","43","4.8","0","0","12","27.6","2.3","0.0%"
"90","Justin Jackson (FA)","29","200","6.9","40","5","0","9","11","22","2.4","0","0","7","26.7","3.8","0.1%"
"91","Reggie Bonnafon (FA)","16","116","7.3","59","4","1","6","10","57","9.5","0","0","16","26.3","1.6","0.0%"
"92","Ty Montgomery (NE)","32","103","3.2","15","0","0","13","17","90","6.9","0","0","16","25.8","1.6","0.7%"
"93","C.J. Prosise (FA)","23","72","3.1","17","0","1","10","12","76","7.6","0","1","9","23.8","2.6","0.0%"
"94","T.J. Yeldon (FA)","17","63","3.7","12","0","0","13","15","124","9.5","0","1","6","23.2","3.9","0.0%"
"95","Travis Homer (CHI)","18","114","6.3","29","1","0","11","13","56","5.1","0","0","16","22.5","1.4","0.2%"
"96","Darrell Henderson Jr. (FA)","39","147","3.8","22","1","0","4","6","37","9.3","0","0","13","20.4","1.6","0.1%"
"97","Wendell Smallwood (FA)","22","81","3.7","17","0","0","9","13","64","7.1","0","0","15","19.0","1.3","0.0%"
"98","Trey Edmunds (FA)","22","92","4.2","45","3","0","6","7","48","8.0","0","0","12","17.0","1.4","0.0%"
"99","Wes Hills (FA)","10","21","2.1","15","0","2","2","2","1","0.5","0","0","1","15.2","15.2","0.0%"
"100","Alec Ingold (MIA)","10","17","1.7","4","0","0","6","6","44","7.3","1","0","16","15.1","0.9","0.1%"
"101","Patrick Ricard (BAL)","0","0","0","0","0","0","8","11","47","5.9","1","0","16","14.7","0.9","0.1%"
"102","Darren Sproles (FA)","17","66","3.9","17","0","0","6","10","24","4.0","0","0","6","14.0","2.3","0.1%"
"103","Kerrith Whyte Jr. (FA)","24","122","5.1","21","1","0","1","1","9","9.0","0","0","6","13.6","2.3","0.0%"
"104","Danny Vitale (FA)","1","3","3.0","3","0","0","7","12","97","13.9","0","0","15","13.5","0.9","0.0%"
"105","Andy Janovich (FA)","1","1","1.0","1","0","1","5","5","42","8.4","0","0","8","12.8","1.6","0.0%"
"106","D'Ernest Johnson (JAC)","4","21","5.3","13","0","0","6","7","71","11.8","0","0","16","12.2","0.8","0.6%"
"107","Kenjon Barner (FA)","4","28","7.0","12","0","0","6","8","22","3.7","0","1","14","12.1","0.9","0.0%"
"108","Derek Watt (FA)","7","10","1.4","3","0","1","3","5","32","10.7","0","0","16","11.7","0.7","0.0%"
"109","Javorius Allen (FA)","10","36","3.6","19","0","1","1","2","9","9.0","0","0","11","11.0","1.0","0.1%"
"110","Spencer Ware (FA)","17","51","3.0","6","0","0","5","7","22","4.4","0","0","3","9.8","3.3","0.0%"
"111","Devontae Booker (FA)","2","9","4.5","5","0","0","6","9","57","9.5","0","0","16","9.6","0.6","0.0%"
"112","Marshawn Lynch (FA)","12","34","2.8","15","0","1","0","0","0","0","0","0","2","9.4","4.7","0.3%"
"113","Alex Armah Jr. (WAS)","6","11","1.8","4","0","1","2","2","6","3.0","0","0","16","8.7","0.5","0.0%"
"114","Tra Carson (FA)","18","48","2.7","12","0","0","4","4","18","4.5","0","0","4","8.6","2.2","0.0%"
"115","Zach Line (FA)","7","20","2.9","5","0","0","6","10","36","6.0","0","0","12","8.6","0.7","0.0%"
"116","Mike Davis (FA)","13","27","2.1","8","0","0","7","8","22","3.1","0","0","12","8.4","0.7","1.0%"
"117","Troymaine Pope (FA)","10","20","2.0","8","0","0","2","3","14","7.0","1","1","14","8.4","0.6","0.0%"
"118","Khari Blasingame (CHI)","0","0","0","0","0","0","4","5","54","13.5","0","0","6","7.4","1.2","0.0%"
"119","Patrick DiMarco (FA)","3","7","2.3","4","0","0","5","7","41","8.2","0","0","16","7.3","0.5","0.0%"
"120","Dwayne Washington (DEN)","8","60","7.5","31","2","0","1","1","6","6.0","0","0","16","7.1","0.4","0.0%"
"121","Jon Hilliman (FA)","30","91","3.0","10","0","0","3","4","1","0.3","0","2","3","6.7","2.2","0.0%"
"122","Devine Ozigbo (DET)","9","27","3.0","9","0","0","3","5","23","7.7","0","0","10","6.5","0.7","0.0%"
"123","Elijhaa Penny (FA)","15","39","2.6","6","0","0","2","4","9","4.5","0","0","16","5.8","0.4","0.0%"
"124","Taiwan Jones (FA)","9","40","4.4","11","0","0","1","1","9","9.0","0","0","11","5.4","0.5","0.0%"
"125","Paul Perkins (FA)","12","29","2.4","13","0","0","1","1","9","9.0","0","0","4","4.3","1.1","0.0%"
"126","C.J. Anderson (FA)","16","43","2.7","9","0","0","0","0","0","0","0","0","2","4.3","2.2","1.0%"
"127","Anthony Sherman (FA)","4","9","2.3","5","0","0","2","3","22","11.0","0","0","16","4.1","0.3","0.0%"
"128","Nick Bawden (NYJ)","0","0","0","0","0","0","4","6","17","4.3","0","0","10","3.7","0.4","0.0%"
"129","T.J. Logan (FA)","3","10","3.3","6","0","0","2","3","13","6.5","0","0","12","3.3","0.3","0.0%"
"130","Tyler Ervin (FA)","1","10","10.0","10","0","0","2","4","11","5.5","0","0","10","3.1","0.3","0.0%"
"131","Jay Ajayi (FA)","10","30","3.0","11","0","0","0","1","0","0","0","0","4","3.0","0.8","7.0%"
"132","Zach Zenner (FA)","3","-2","-0.7","1","0","0","2","3","19","9.5","0","0","6","2.7","0.5","0.0%"
"133","Keith Smith (ATL)","5","8","1.6","3","0","0","1","4","13","13.0","0","0","16","2.6","0.2","0.0%"
"134","Dalyn Dawkins (FA)","11","26","2.4","14","0","0","0","1","0","0","0","0","2","2.6","1.3","0.1%"
"135","Samaje Perine (DEN)","5","16","3.2","9","0","0","0","0","0","0","0","0","7","1.6","0.2","74.1%"
"136","Roosevelt Nix (FA)","0","0","0","0","0","0","2","3","4","2.0","0","0","3","1.4","0.5","0.0%"
"137","Ricky Ortiz (FA)","0","0","0","0","0","0","1","1","8","8.0","0","0","2","1.3","0.7","0.0%"
"138","Josh Adams (FA)","8","12","1.5","10","0","0","0","0","0","0","0","0","3","1.2","0.4","0.0%"
"139","Damien Harris (BUF)","4","12","3.0","13","0","0","0","0","0","0","0","0","2","1.2","0.6","43.5%"
"140","Dexter Williams (FA)","5","11","2.2","5","0","0","0","0","0","0","0","0","4","1.1","0.3","0.0%"
"141","Jakob Johnson (LV)","0","0","0","0","0","0","1","2","5","5.0","0","0","4","1.0","0.3","0.0%"
"142","Buddy Howell (FA)","5","10","2.0","4","0","0","0","0","0","0","0","0","16","1.0","0.1","0.0%"
"143","Jordan Scarlett (FA)","4","9","2.3","6","0","0","0","0","0","0","0","0","9","0.9","0.1","0.0%"
"144","Josh Ferguson (FA)","3","9","3.0","7","0","0","0","0","0","0","0","0","2","0.9","0.5","0.0%"
"145","John Kelly Jr. (CLE)","3","9","3.0","6","0","0","0","0","0","0","0","0","5","0.9","0.2","0.2%"
"146","Senorise Perry (FA)","3","3","1.0","6","0","0","1","1","1","1.0","0","0","11","0.9","0.1","0.0%"
"147","Ryan Nall (FA)","2","8","4.0","7","0","0","0","0","0","0","0","0","8","0.8","0.1","0.0%"
"148","Tony Brooks-James (FA)","8","7","0.9","8","0","0","0","0","0","0","0","0","3","0.7","0.2","0.0%"
"149","De'Lance Turner (FA)","4","6","1.5","5","0","0","0","0","0","0","0","0","9","0.6","0.1","0.1%"
"150","Alfred Morris (FA)","1","4","4.0","4","0","0","0","0","0","0","0","0","1","0.4","0.4","0.0%"
"151","James Develin (FA)","2","3","1.5","2","0","0","0","0","0","0","0","0","2","0.3","0.2","0.0%"
"152","Craig Reynolds (DET)","0","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.3%"
"153","Austin Walter (LV)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"154","Andrew Beck (HOU)","1","3","3.0","3","0","0","9","12","90","10.0","1","0","16","0.0","0.0","0.0%"
"155","DuJuan Harris (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"156","Nick Bellore (SEA)","0","0","0","0","0","0","2","2","23","11.5","1","0","14","0.0","0.0","28.0%"
"157","Lamar Miller (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"158","Chris Ivory (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"159","Stevan Ridley (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"160","Cordarrelle Patterson (ATL)","17","103","6.1","46","3","0","11","17","83","7.5","0","0","16","0.0","0.0","12.0%"
"161","Christine Michael (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"162","Mike Gillislee (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"163","Robert Turbin (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"164","Jamize Olawale (FA)","0","0","0","0","0","0","0","2","0","0","0","0","16","0.0","0.0","0.0%"
"165","Travaris Cadet (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"166","LeGarrette Blount (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"167","Jamaal Charles (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"168","Jonathan Stewart (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"169","Justin Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"170","Joe Williams (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"171","Jeremy McNichols (SF)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"172","J.P. Holtz (NO)","0","0","0","0","0","0","7","8","91","13.0","0","0","15","0.0","0.0","0.0%"
"173","Tre Madden (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"174","Brandin Bryant (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"175","Bryce Love (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"176","Cullen Gillaspia (FA)","0","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.0%"
"177","Chandler Cox (FA)","0","0","0","0","0","0","0","0","0","0","0","0","13","0.0","0.0","0.0%"
"178","Trayveon Williams (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","11","0.0","0.0","0.8%"
"179","Trenton Cannon (FA)","0","0","0","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"180","Jason Cabinda (DET)","0","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"181","Lavon Coleman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"182","Donnie Ernsberger (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"183","Jordan Chunn (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"184","Detrez Newsome (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"185","Jeremy Hill (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"186","Derrick Coleman (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"187","David Fluellen (FA)","0","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"188","D.J. Foster (FA)","0","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"189","Rod Smith (FA)","0","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"190","Kenneth Dixon (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"191","Alex Collins (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","19.0%"
"192","Cameron Artis-Payne (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"193","Michael Burton (DEN)","0","0","0","0","0","0","0","1","0","0","0","0","11","0.0","0.0","0.0%"
"194","Jeremy Langford (FA)","0","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"195","Corey Clement (ARI)","0","0","0","0","0","0","0","0","0","0","0","2","4","-4.0","-1.0","0.4%"
""
""
